SalePrice;YearBuilt;Size(sqf);Floor;N_FacilitiesNearBy(Hospital);N_FacilitiesNearBy(Mall);N_FacilitiesNearBy(ETC);N_SchoolNearBy(University);N_FacilitiesInApt
449557;2006;1743;5;1;1 ;0 ;2 ;5
300000;2008;829;20;1;1 ;0 ;2 ;8
249557;2005;743;6;2;1 ;5 ;4 ;7
104424;2014;288;12;1;1 ;0 ;2 ;2
392743;2007;1366;17;2;2 ;0 ;2 ;4
107964;2014;288;13;1;1 ;0 ;2 ;2
274336;2005;914;1;2;1 ;5 ;4 ;7
73893;1992;355;4;1;1 ;5 ;5 ;3
77876;1992;355;9;1;1 ;5 ;5 ;3
469026;2014;1256;27;0;0 ;0 ;0 ;10
221238;1978;903;6;2;1 ;0 ;2 ;3
358407;2007;868;18;1;1 ;0 ;2 ;10
335398;2007;868;8;1;1 ;0 ;2 ;10
460176;2007;1387;19;1;1 ;0 ;2 ;10
448672;2007;1387;23;1;1 ;0 ;2 ;10
283185;2006;903;2;1;1 ;2 ;1 ;4
486725;2007;1387;17;1;1 ;0 ;2 ;10
491150;2007;1643;22;1;1 ;0 ;2 ;10
371681;1986;1796;5;1;0 ;1 ;1 ;4
508849;2007;1643;26;1;1 ;0 ;2 ;10
162831;1997;644;9;1;1 ;1 ;3 ;5
278761;2009;910;1;1;0 ;2 ;1 ;5
300000;2006;811;20;1;1 ;1 ;2 ;5
54424;2014;135;15;1;0 ;1 ;1 ;1
59292;2014;156;13;1;0 ;1 ;1 ;1
54867;2014;138;19;1;0 ;1 ;1 ;1
377876;2007;1273;28;1;1 ;0 ;1 ;5
429203;2007;1483;24;1;1 ;0 ;1 ;5
389380;2007;1444;18;1;1 ;0 ;1 ;5
464601;2007;1690;14;1;1 ;0 ;1 ;5
105309;1986;508;9;1;1 ;1 ;2 ;3
448672;2006;1743;15;1;1 ;0 ;2 ;5
380530;2015;914;5;1;1 ;0 ;1 ;10
389380;2006;1149;15;1;1 ;0 ;2 ;5
292035;2006;818;21;1;1 ;0 ;2 ;5
322123;2006;914;22;1;1 ;0 ;2 ;5
296460;2005;914;7;2;1 ;5 ;4 ;7
81415;2014;213;14;1;1 ;0 ;2 ;2
250442;2005;743;23;2;1 ;5 ;4 ;7
250000;1993;914;12;2;1 ;5 ;5 ;4
367256;2007;1394;13;2;2 ;0 ;2 ;4
335398;2014;843;17;1;1 ;5 ;5 ;9
236283;1993;914;9;2;1 ;5 ;5 ;4
166371;1992;644;1;1;1 ;1 ;4 ;3
371681;2014;914;11;0;0 ;0 ;0 ;10
247787;1993;914;10;2;1 ;5 ;5 ;4
293805;2005;914;23;2;1 ;5 ;4 ;7
255752;1993;914;8;2;1 ;5 ;5 ;4
252212;2005;743;18;2;1 ;5 ;4 ;7
389380;2007;1366;4;2;2 ;0 ;2 ;4
380530;2007;1394;17;2;2 ;0 ;2 ;4
384070;2014;910;16;1;1 ;5 ;5 ;9
418584;2014;1092;5;1;1 ;5 ;5 ;9
174336;1992;644;17;1;1 ;1 ;4 ;3
250442;2005;743;7;2;1 ;5 ;4 ;7
245132;2005;743;3;2;1 ;5 ;4 ;7
101769;2014;288;5;1;1 ;0 ;2 ;2
132743;1992;576;4;1;1 ;5 ;5 ;3
504424;2007;1643;39;1;1 ;0 ;2 ;10
379203;2007;868;17;1;1 ;0 ;2 ;10
561946;2007;1928;26;1;1 ;0 ;2 ;10
371681;1986;1796;2;1;0 ;1 ;1 ;4
283185;2006;903;14;1;1 ;2 ;1 ;4
339823;2007;868;9;1;1 ;0 ;2 ;10
288053;2006;903;10;1;1 ;2 ;1 ;4
203539;1978;1327;5;2;1 ;0 ;2 ;3
197345;1978;903;5;2;1 ;0 ;2 ;3
269911;2009;910;4;1;0 ;2 ;1 ;5
269911;2009;910;2;1;0 ;2 ;1 ;5
442477;2007;1629;25;1;1 ;0 ;1 ;5
331858;2008;914;9;1;1 ;0 ;2 ;8
89380;1992;355;4;1;1 ;5 ;5 ;3
298230;2005;914;13;2;1 ;5 ;4 ;7
249557;2005;743;13;2;1 ;5 ;4 ;7
279203;2008;829;15;1;1 ;0 ;2 ;8
178761;1993;644;6;2;1 ;5 ;5 ;4
172566;1993;644;19;2;1 ;5 ;5 ;4
251327;2005;743;13;2;1 ;5 ;4 ;7
168141;1993;644;21;2;1 ;5 ;5 ;4
327433;2014;910;7;1;1 ;5 ;5 ;9
336283;2007;868;9;1;1 ;0 ;2 ;10
347787;2007;868;7;1;1 ;0 ;2 ;10
242477;1986;914;3;1;0 ;1 ;1 ;4
353982;2007;868;15;1;1 ;0 ;2 ;10
265486;2006;857;7;1;1 ;2 ;1 ;4
107345;2013;426;6;1;1 ;0 ;3 ;7
300884;2006;910;14;1;1 ;1 ;2 ;5
35398;2014;135;18;1;0 ;1 ;1 ;1
402654;2007;1483;6;1;1 ;0 ;1 ;5
380530;2007;1273;13;1;1 ;0 ;1 ;5
320353;2006;914;8;1;1 ;0 ;2 ;5
301327;2006;914;4;1;1 ;0 ;2 ;5
138938;1992;640;6;1;1 ;5 ;5 ;3
156637;1992;644;6;1;1 ;1 ;4 ;3
358407;1993;1761;5;2;1 ;5 ;5 ;4
102654;2014;291;9;1;1 ;0 ;2 ;2
176991;1993;644;11;2;1 ;5 ;5 ;4
309734;1993;1761;24;2;1 ;5 ;5 ;4
424778;2008;1167;20;1;1 ;0 ;2 ;8
185840;1993;644;8;2;1 ;5 ;5 ;4
119469;1992;576;2;1;1 ;5 ;5 ;3
334513;2007;868;5;1;1 ;0 ;2 ;10
517699;2007;1643;15;1;1 ;0 ;2 ;10
517699;2007;1928;12;1;1 ;0 ;2 ;10
245132;1986;1131;2;1;0 ;1 ;1 ;4
149274;2013;644;18;1;1 ;0 ;3 ;7
102601;2013;426;7;1;1 ;0 ;3 ;7
101548;2013;426;5;1;1 ;0 ;3 ;7
146256;2013;644;15;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
149274;2013;644;13;1;1 ;0 ;3 ;7
146256;2013;644;7;1;1 ;0 ;3 ;7
149274;2013;644;18;1;1 ;0 ;3 ;7
103663;2013;426;20;1;1 ;0 ;3 ;7
147761;2013;644;9;1;1 ;0 ;3 ;7
149274;2013;644;8;1;1 ;0 ;3 ;7
103663;2013;426;15;1;1 ;0 ;3 ;7
103663;2013;426;14;1;1 ;0 ;3 ;7
143389;2013;644;4;1;1 ;0 ;3 ;7
150778;2013;644;20;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
144752;2013;644;8;1;1 ;0 ;3 ;7
146256;2013;644;8;1;1 ;0 ;3 ;7
150778;2013;644;20;1;1 ;0 ;3 ;7
147761;2013;644;14;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
103663;2013;426;14;1;1 ;0 ;3 ;7
146256;2013;644;13;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
149274;2013;644;14;1;1 ;0 ;3 ;7
150778;2013;644;20;1;1 ;0 ;3 ;7
144752;2013;644;4;1;1 ;0 ;3 ;7
150778;2013;644;12;1;1 ;0 ;3 ;7
150778;2013;644;13;1;1 ;0 ;3 ;7
103663;2013;426;13;1;1 ;0 ;3 ;7
150778;2013;644;19;1;1 ;0 ;3 ;7
149274;2013;644;11;1;1 ;0 ;3 ;7
149274;2013;644;19;1;1 ;0 ;3 ;7
137513;2013;644;1;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
147761;2013;644;9;1;1 ;0 ;3 ;7
144752;2013;644;5;1;1 ;0 ;3 ;7
103663;2013;426;10;1;1 ;0 ;3 ;7
150778;2013;644;15;1;1 ;0 ;3 ;7
147761;2013;644;5;1;1 ;0 ;3 ;7
143389;2013;644;6;1;1 ;0 ;3 ;7
147761;2013;644;11;1;1 ;0 ;3 ;7
149274;2013;644;8;1;1 ;0 ;3 ;7
149274;2013;644;19;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
150778;2013;644;10;1;1 ;0 ;3 ;7
149274;2013;644;11;1;1 ;0 ;3 ;7
98477;2013;426;2;1;1 ;0 ;3 ;7
102601;2013;426;9;1;1 ;0 ;3 ;7
149274;2013;644;20;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
144752;2013;644;6;1;1 ;0 ;3 ;7
99539;2013;426;3;1;1 ;0 ;3 ;7
103663;2013;426;13;1;1 ;0 ;3 ;7
150778;2013;644;13;1;1 ;0 ;3 ;7
147761;2013;644;8;1;1 ;0 ;3 ;7
146256;2013;644;16;1;1 ;0 ;3 ;7
146256;2013;644;7;1;1 ;0 ;3 ;7
150778;2013;644;12;1;1 ;0 ;3 ;7
149274;2013;644;17;1;1 ;0 ;3 ;7
149274;2013;644;7;1;1 ;0 ;3 ;7
149274;2013;644;15;1;1 ;0 ;3 ;7
96469;2013;426;1;1;1 ;0 ;3 ;7
149274;2013;644;9;1;1 ;0 ;3 ;7
102601;2013;426;7;1;1 ;0 ;3 ;7
150778;2013;644;13;1;1 ;0 ;3 ;7
146256;2013;644;6;1;1 ;0 ;3 ;7
150778;2013;644;11;1;1 ;0 ;3 ;7
150778;2013;644;16;1;1 ;0 ;3 ;7
150778;2013;644;17;1;1 ;0 ;3 ;7
103663;2013;426;12;1;1 ;0 ;3 ;7
147761;2013;644;12;1;1 ;0 ;3 ;7
147761;2013;644;11;1;1 ;0 ;3 ;7
146256;2013;644;6;1;1 ;0 ;3 ;7
141884;2013;644;4;1;1 ;0 ;3 ;7
143389;2013;644;6;1;1 ;0 ;3 ;7
103663;2013;426;17;1;1 ;0 ;3 ;7
147761;2013;644;6;1;1 ;0 ;3 ;7
147761;2013;644;6;1;1 ;0 ;3 ;7
147761;2013;644;5;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
147761;2013;644;6;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
99539;2013;426;3;1;1 ;0 ;3 ;7
103663;2013;426;14;1;1 ;0 ;3 ;7
147761;2013;644;8;1;1 ;0 ;3 ;7
147761;2013;644;20;1;1 ;0 ;3 ;7
143389;2013;644;4;1;1 ;0 ;3 ;7
150778;2013;644;11;1;1 ;0 ;3 ;7
147761;2013;644;15;1;1 ;0 ;3 ;7
150778;2013;644;15;1;1 ;0 ;3 ;7
146256;2013;644;5;1;1 ;0 ;3 ;7
144752;2013;644;5;1;1 ;0 ;3 ;7
149274;2013;644;13;1;1 ;0 ;3 ;7
150778;2013;644;18;1;1 ;0 ;3 ;7
150778;2013;644;16;1;1 ;0 ;3 ;7
150778;2013;644;11;1;1 ;0 ;3 ;7
146256;2013;644;11;1;1 ;0 ;3 ;7
96469;2013;426;1;1;1 ;0 ;3 ;7
147761;2013;644;15;1;1 ;0 ;3 ;7
149274;2013;644;14;1;1 ;0 ;3 ;7
149274;2013;644;17;1;1 ;0 ;3 ;7
100592;2013;426;4;1;1 ;0 ;3 ;7
147761;2013;644;16;1;1 ;0 ;3 ;7
149274;2013;644;10;1;1 ;0 ;3 ;7
146256;2013;644;13;1;1 ;0 ;3 ;7
149274;2013;644;13;1;1 ;0 ;3 ;7
149274;2013;644;14;1;1 ;0 ;3 ;7
147761;2013;644;13;1;1 ;0 ;3 ;7
150778;2013;644;18;1;1 ;0 ;3 ;7
103663;2013;426;19;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
103663;2013;426;16;1;1 ;0 ;3 ;7
149274;2013;644;9;1;1 ;0 ;3 ;7
146256;2013;644;6;1;1 ;0 ;3 ;7
150778;2013;644;16;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
147761;2013;644;5;1;1 ;0 ;3 ;7
150778;2013;644;18;1;1 ;0 ;3 ;7
141884;2013;644;3;1;1 ;0 ;3 ;7
144752;2013;644;9;1;1 ;0 ;3 ;7
103663;2013;426;11;1;1 ;0 ;3 ;7
144752;2013;644;4;1;1 ;0 ;3 ;7
140380;2013;644;2;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
143389;2013;644;5;1;1 ;0 ;3 ;7
150778;2013;644;13;1;1 ;0 ;3 ;7
144752;2013;644;3;1;1 ;0 ;3 ;7
103663;2013;426;10;1;1 ;0 ;3 ;7
149274;2013;644;7;1;1 ;0 ;3 ;7
141884;2013;644;3;1;1 ;0 ;3 ;7
147761;2013;644;14;1;1 ;0 ;3 ;7
149274;2013;644;20;1;1 ;0 ;3 ;7
141884;2013;644;4;1;1 ;0 ;3 ;7
147761;2013;644;5;1;1 ;0 ;3 ;7
103663;2013;426;12;1;1 ;0 ;3 ;7
149274;2013;644;18;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
146256;2013;644;5;1;1 ;0 ;3 ;7
103663;2013;426;16;1;1 ;0 ;3 ;7
147761;2013;644;10;1;1 ;0 ;3 ;7
150778;2013;644;12;1;1 ;0 ;3 ;7
146256;2013;644;6;1;1 ;0 ;3 ;7
99539;2013;426;3;1;1 ;0 ;3 ;7
101548;2013;426;5;1;1 ;0 ;3 ;7
103663;2013;426;20;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
147761;2013;644;19;1;1 ;0 ;3 ;7
146256;2013;644;8;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
98477;2013;426;2;1;1 ;0 ;3 ;7
149274;2013;644;14;1;1 ;0 ;3 ;7
149274;2013;644;15;1;1 ;0 ;3 ;7
150778;2013;644;11;1;1 ;0 ;3 ;7
144752;2013;644;3;1;1 ;0 ;3 ;7
149274;2013;644;15;1;1 ;0 ;3 ;7
102601;2013;426;8;1;1 ;0 ;3 ;7
102601;2013;426;9;1;1 ;0 ;3 ;7
140380;2013;644;2;1;1 ;0 ;3 ;7
150778;2013;644;17;1;1 ;0 ;3 ;7
149274;2013;644;13;1;1 ;0 ;3 ;7
149274;2013;644;17;1;1 ;0 ;3 ;7
149274;2013;644;20;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
149274;2013;644;8;1;1 ;0 ;3 ;7
149274;2013;644;17;1;1 ;0 ;3 ;7
146256;2013;644;16;1;1 ;0 ;3 ;7
149274;2013;644;10;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
103663;2013;426;18;1;1 ;0 ;3 ;7
146256;2013;644;11;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
103663;2013;426;19;1;1 ;0 ;3 ;7
149274;2013;644;19;1;1 ;0 ;3 ;7
147761;2013;644;18;1;1 ;0 ;3 ;7
103663;2013;426;13;1;1 ;0 ;3 ;7
149274;2013;644;13;1;1 ;0 ;3 ;7
147761;2013;644;12;1;1 ;0 ;3 ;7
149274;2013;644;14;1;1 ;0 ;3 ;7
146256;2013;644;10;1;1 ;0 ;3 ;7
149274;2013;644;20;1;1 ;0 ;3 ;7
103663;2013;426;15;1;1 ;0 ;3 ;7
149274;2013;644;15;1;1 ;0 ;3 ;7
144752;2013;644;3;1;1 ;0 ;3 ;7
146256;2013;644;19;1;1 ;0 ;3 ;7
149274;2013;644;10;1;1 ;0 ;3 ;7
144752;2013;644;4;1;1 ;0 ;3 ;7
147761;2013;644;9;1;1 ;0 ;3 ;7
149274;2013;644;7;1;1 ;0 ;3 ;7
103663;2013;426;16;1;1 ;0 ;3 ;7
146256;2013;644;5;1;1 ;0 ;3 ;7
146256;2013;644;9;1;1 ;0 ;3 ;7
149274;2013;644;19;1;1 ;0 ;3 ;7
150778;2013;644;17;1;1 ;0 ;3 ;7
101548;2013;426;6;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
140380;2013;644;1;1;1 ;0 ;3 ;7
147761;2013;644;13;1;1 ;0 ;3 ;7
150778;2013;644;14;1;1 ;0 ;3 ;7
103663;2013;426;15;1;1 ;0 ;3 ;7
147761;2013;644;9;1;1 ;0 ;3 ;7
144752;2013;644;3;1;1 ;0 ;3 ;7
146256;2013;644;5;1;1 ;0 ;3 ;7
146256;2013;644;10;1;1 ;0 ;3 ;7
150778;2013;644;14;1;1 ;0 ;3 ;7
146256;2013;644;9;1;1 ;0 ;3 ;7
149274;2013;644;11;1;1 ;0 ;3 ;7
146256;2013;644;4;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
149274;2013;644;20;1;1 ;0 ;3 ;7
146256;2013;644;5;1;1 ;0 ;3 ;7
144752;2013;644;8;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
146256;2013;644;12;1;1 ;0 ;3 ;7
103663;2013;426;20;1;1 ;0 ;3 ;7
146256;2013;644;17;1;1 ;0 ;3 ;7
144752;2013;644;3;1;1 ;0 ;3 ;7
150778;2013;644;20;1;1 ;0 ;3 ;7
102601;2013;426;7;1;1 ;0 ;3 ;7
147761;2013;644;19;1;1 ;0 ;3 ;7
149274;2013;644;12;1;1 ;0 ;3 ;7
146256;2013;644;20;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
149274;2013;644;9;1;1 ;0 ;3 ;7
144752;2013;644;4;1;1 ;0 ;3 ;7
149274;2013;644;11;1;1 ;0 ;3 ;7
146256;2013;644;4;1;1 ;0 ;3 ;7
146256;2013;644;6;1;1 ;0 ;3 ;7
144752;2013;644;6;1;1 ;0 ;3 ;7
149274;2013;644;16;1;1 ;0 ;3 ;7
143238;2013;644;2;1;1 ;0 ;3 ;7
149274;2013;644;17;1;1 ;0 ;3 ;7
247787;2006;636;8;1;1 ;1 ;2 ;5
100000;1986;508;10;1;1 ;1 ;2 ;3
276106;2015;644;29;1;1 ;0 ;1 ;10
105840;2014;288;11;1;1 ;0 ;2 ;2
168141;1992;644;18;1;1 ;1 ;4 ;3
201769;2005;572;4;2;1 ;5 ;4 ;7
247787;2014;640;5;1;1 ;5 ;5 ;9
327433;2014;907;5;1;1 ;5 ;5 ;9
374336;1993;1761;1;2;1 ;5 ;5 ;4
336283;2005;1184;7;2;1 ;5 ;4 ;7
309734;2005;1184;6;2;1 ;5 ;4 ;7
376106;2014;914;29;0;0 ;0 ;0 ;10
353982;2006;1192;13;1;1 ;2 ;1 ;4
299115;2007;868;2;1;1 ;0 ;2 ;10
345132;1986;1377;1;1;0 ;1 ;1 ;4
305309;1986;1377;4;1;0 ;1 ;1 ;4
166371;1997;644;8;1;1 ;1 ;3 ;5
353982;2013;910;24;1;1 ;0 ;3 ;7
144752;2013;644;7;1;1 ;0 ;3 ;7
140380;2013;644;2;1;1 ;0 ;3 ;7
149274;2013;644;10;1;1 ;0 ;3 ;7
150778;2013;644;10;1;1 ;0 ;3 ;7
147761;2013;644;7;1;1 ;0 ;3 ;7
141884;2013;644;3;1;1 ;0 ;3 ;7
129203;1985;587;6;1;1 ;2 ;0 ;3
53982;2014;135;19;1;0 ;1 ;1 ;1
414159;2007;1629;6;1;1 ;0 ;1 ;5
353982;2007;1483;4;1;1 ;0 ;1 ;5
106194;1986;508;3;1;1 ;1 ;2 ;3
314159;2006;914;8;1;1 ;0 ;2 ;5
119469;1992;576;1;1;1 ;5 ;5 ;3
256637;2014;644;11;1;1 ;5 ;5 ;9
203539;2014;843;14;1;1 ;5 ;5 ;9
80530;1992;355;10;1;1 ;5 ;5 ;3
211061;2005;572;10;2;1 ;5 ;4 ;7
132743;1992;640;6;1;1 ;5 ;5 ;3
131858;1992;640;6;1;1 ;5 ;5 ;3
331858;2007;1103;12;2;2 ;0 ;2 ;4
292035;2014;843;11;1;1 ;5 ;5 ;9
100000;2014;288;4;1;1 ;0 ;2 ;2
104424;2014;281;15;1;1 ;0 ;2 ;2
310619;2014;846;14;1;1 ;5 ;5 ;9
168141;1993;644;1;2;1 ;5 ;5 ;4
327433;2014;846;13;1;1 ;5 ;5 ;9
210619;2005;572;10;2;1 ;5 ;4 ;7
309734;2007;868;4;1;1 ;0 ;2 ;10
278761;2006;903;8;1;1 ;2 ;1 ;4
229203;1986;914;6;1;0 ;1 ;1 ;4
507079;2007;1387;38;1;1 ;0 ;2 ;10
262831;1986;1313;2;1;0 ;1 ;1 ;4
513274;2007;1643;32;1;1 ;0 ;2 ;10
276991;2009;910;17;1;0 ;2 ;1 ;5
345132;2013;907;31;1;1 ;0 ;3 ;7
353938;2013;910;10;1;1 ;0 ;3 ;7
367256;2013;910;20;1;1 ;0 ;3 ;7
353982;2013;907;28;1;1 ;0 ;3 ;7
364601;2013;910;20;1;1 ;0 ;3 ;7
252212;2006;811;3;1;1 ;1 ;2 ;5
300884;2006;910;19;1;1 ;1 ;2 ;5
280530;2006;814;17;1;1 ;1 ;2 ;5
261061;2006;814;3;1;1 ;1 ;2 ;5
115044;1985;587;7;1;1 ;2 ;0 ;3
53274;2014;135;14;1;0 ;1 ;1 ;1
53982;2014;135;12;1;0 ;1 ;1 ;1
56637;2014;135;18;1;0 ;1 ;1 ;1
60176;2014;156;13;1;0 ;1 ;1 ;1
384955;2007;1483;5;1;1 ;0 ;1 ;5
446902;2007;1690;13;1;1 ;0 ;1 ;5
97345;1986;508;8;1;1 ;1 ;2 ;3
185840;1986;910;5;1;1 ;1 ;2 ;3
119469;1986;547;4;1;1 ;1 ;2 ;3
310176;2014;843;7;1;1 ;5 ;5 ;9
374336;2014;1092;5;1;1 ;5 ;5 ;9
206637;2005;572;11;2;1 ;5 ;4 ;7
99115;2014;288;7;1;1 ;0 ;2 ;2
230088;1993;914;23;2;1 ;5 ;5 ;4
307964;2014;843;6;1;1 ;5 ;5 ;9
169026;1993;644;1;2;1 ;5 ;5 ;4
305309;2014;843;19;1;1 ;5 ;5 ;9
309734;1993;1761;13;2;1 ;5 ;5 ;4
238938;1993;914;14;2;1 ;5 ;5 ;4
130973;1992;640;11;1;1 ;5 ;5 ;3
289380;2005;914;22;2;1 ;5 ;4 ;7
345132;1993;1761;7;2;1 ;5 ;5 ;4
107964;2014;288;13;1;1 ;0 ;2 ;2
402654;2007;1366;17;2;2 ;0 ;2 ;4
140707;1992;644;7;1;1 ;5 ;5 ;3
243362;2014;640;9;1;1 ;5 ;5 ;9
250442;1992;1448;14;1;1 ;1 ;4 ;3
123893;1992;576;14;1;1 ;5 ;5 ;3
451327;2014;1252;8;0;0 ;0 ;0 ;10
84070;2014;288;2;1;1 ;0 ;2 ;2
361061;2007;868;16;1;1 ;0 ;2 ;10
460176;2007;1643;35;1;1 ;0 ;2 ;10
336283;1986;1377;12;1;0 ;1 ;1 ;4
486725;2007;1643;31;1;1 ;0 ;2 ;10
311504;2007;868;4;1;1 ;0 ;2 ;10
274336;2006;903;8;1;1 ;2 ;1 ;4
260176;2015;644;5;2;1 ;0 ;2 ;7
480530;2007;1387;35;1;1 ;0 ;2 ;10
338938;2007;868;24;1;1 ;0 ;2 ;10
148672;1997;644;7;1;1 ;1 ;3 ;5
362831;2013;910;33;1;1 ;0 ;3 ;7
107964;2013;426;14;1;1 ;0 ;3 ;7
350442;2013;910;8;1;1 ;0 ;3 ;7
336283;2013;907;11;1;1 ;0 ;3 ;7
422123;2007;1629;9;1;1 ;0 ;1 ;5
169911;1986;793;17;1;1 ;1 ;2 ;3
221238;1992;914;5;1;1 ;1 ;4 ;3
265486;2008;829;4;1;1 ;0 ;2 ;8
330088;2007;1103;20;2;2 ;0 ;2 ;4
72566;1992;355;10;1;1 ;5 ;5 ;3
110619;2014;288;12;1;1 ;0 ;2 ;2
111504;2014;288;14;1;1 ;0 ;2 ;2
371681;2014;1092;7;1;1 ;5 ;5 ;9
81415;1992;355;14;1;1 ;5 ;5 ;3
190265;1993;644;5;2;1 ;5 ;5 ;4
242477;2005;743;14;2;1 ;5 ;4 ;7
190265;2005;572;3;2;1 ;5 ;4 ;7
101769;2014;288;5;1;1 ;0 ;2 ;2
334513;2014;910;17;1;1 ;5 ;5 ;9
292035;2008;829;22;1;1 ;0 ;2 ;8
265486;2014;914;23;0;0 ;0 ;0 ;10
237168;1993;914;9;2;1 ;5 ;5 ;4
279646;2005;914;15;2;1 ;5 ;4 ;7
300884;2007;1103;16;2;2 ;0 ;2 ;4
309734;2008;914;11;1;1 ;0 ;2 ;8
314159;1993;1451;12;2;1 ;5 ;5 ;4
253982;2014;644;12;1;1 ;5 ;5 ;9
300884;2014;843;20;1;1 ;5 ;5 ;9
265486;1986;1131;5;1;0 ;1 ;1 ;4
460176;2007;1519;8;1;1 ;0 ;2 ;10
364601;2006;1192;13;1;1 ;2 ;1 ;4
330088;2007;868;24;1;1 ;0 ;2 ;10
225663;1986;1131;12;1;0 ;1 ;1 ;4
271681;2006;903;12;1;1 ;2 ;1 ;4
138053;1997;558;2;1;1 ;1 ;3 ;5
342477;2013;907;14;1;1 ;0 ;3 ;7
336283;2015;910;3;1;1 ;0 ;1 ;10
327433;2014;914;20;1;1 ;5 ;5 ;9
331858;2014;910;16;1;1 ;5 ;5 ;9
246017;2014;640;9;1;1 ;5 ;5 ;9
353982;2014;914;5;0;0 ;0 ;0 ;10
194690;1993;914;13;2;1 ;5 ;5 ;4
373451;1993;1761;9;2;1 ;5 ;5 ;4
361946;2014;914;16;0;0 ;0 ;0 ;10
195575;2005;572;4;2;1 ;5 ;4 ;7
376106;2014;914;21;0;0 ;0 ;0 ;10
185840;2005;572;1;2;1 ;5 ;4 ;7
184955;1993;644;16;2;1 ;5 ;5 ;4
371681;2014;914;24;0;0 ;0 ;0 ;10
241592;2005;743;17;2;1 ;5 ;4 ;7
362831;2014;914;20;0;0 ;0 ;0 ;10
451327;2014;1252;14;0;0 ;0 ;0 ;10
201769;2005;572;5;2;1 ;5 ;4 ;7
323008;2008;914;14;1;1 ;0 ;2 ;8
307079;2014;846;15;1;1 ;5 ;5 ;9
285398;1986;1313;3;1;0 ;1 ;1 ;4
274336;2006;903;9;1;1 ;2 ;1 ;4
438053;2007;1643;13;1;1 ;0 ;2 ;10
451327;2007;1643;24;1;1 ;0 ;2 ;10
268141;1986;1131;9;1;0 ;1 ;1 ;4
504424;2007;1928;22;1;1 ;0 ;2 ;10
283185;2009;910;16;1;0 ;2 ;1 ;5
344247;2013;910;10;1;1 ;0 ;3 ;7
358407;2013;910;17;1;1 ;0 ;3 ;7
346902;2013;910;12;1;1 ;0 ;3 ;7
283185;2006;910;14;1;1 ;1 ;2 ;5
292035;2006;910;8;1;1 ;1 ;2 ;5
236725;2006;636;6;1;1 ;1 ;2 ;5
296460;2006;910;7;1;1 ;1 ;2 ;5
62831;2014;156;14;1;0 ;1 ;1 ;1
55752;2014;135;12;1;0 ;1 ;1 ;1
55752;2014;135;19;1;0 ;1 ;1 ;1
362831;2007;1273;10;1;1 ;0 ;1 ;5
398230;2007;1483;16;1;1 ;0 ;1 ;5
97345;1986;508;7;1;1 ;1 ;2 ;3
175221;1986;910;14;1;1 ;1 ;2 ;3
458407;2006;2056;8;1;1 ;0 ;2 ;5
269911;2005;914;22;2;1 ;5 ;4 ;7
221238;1993;914;3;2;1 ;5 ;5 ;4
313274;2014;843;26;1;1 ;5 ;5 ;9
158849;1992;644;17;1;1 ;1 ;4 ;3
283185;2005;914;8;2;1 ;5 ;4 ;7
340707;2008;914;10;1;1 ;0 ;2 ;8
389380;2007;1419;23;2;2 ;0 ;2 ;4
175221;1993;644;17;2;1 ;5 ;5 ;4
239823;2005;743;17;2;1 ;5 ;4 ;7
239823;2005;743;12;2;1 ;5 ;4 ;7
